"ID","alpha","block","diff","english","exposure","first_key_rt","first_key_timestamp","form_response","last_key_rt","response","retrieval_t","rv_trial","swahili","time_block_loop","time_block_sequence","time_correct_answer","time_cue","time_fixation_cross","time_fixation_dot","time_incorrect_answer","time_keyboard","time_press_spacebar","time_study_screen","time_test_screen","trial"
"NA","NA","NA","NA","NA","NA","NA","NA","23","NA","23","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"48","0.207198461538461","2","easy","garden","2965","320","1042988","Ok","1610","garden","1932","866.1295335308005","bustani","467894","1038865","1044281","1042668","1041672","1038868","761541","1042669","1039737","1026060","1039737","71"
"7","0.210024615384615","2","easy","eye","2965","295","1050277","Ok","549","eye","734","612.0217058271656","jicho","467894","1047632","1050534","1049982","1048985","1047635","761541","1049982","1048249","1026060","1048248","72"
"9","0.347927272727273","2","difficult","police","2965","258","1058564","Ok","1133","police","2709","684.5879175751995","askari","467894","1053909","1059442","1058306","1057310","1053912","761541","1058307","1054598","1026060","1054598","73"
"52","0.315165151515151","2","difficult","wonder","2965","267","1066554","Ok","850","wonder","1537","917.799558136419","ajabu","467894","1062829","1067140","1066287","1065290","1062832","761541","1066287","1063750","1026060","1063750","74"
"29","0.18435303030303","2","easy","dog","2965","295","1073400","Ok","699","dog","742","874.4513150764332","mbwa","467894","1070485","1073807","1073105","1072109","1070488","761541","1073105","1071364","1026060","1071364","75"
"17","0.307474242424242","2","difficult","holays","2965","273","1079631","Ok","1249","holays","614","575.1682847218597","likizo","467894","1077166","1080611","1079358","1078362","1077168","761541","1079359","1077745","1026060","1077745","76"
"31","0.319181818181818","2","difficult","letter","2965","259","1087311","Ok","905","letter","1474","600.727884368569","barua","467894","1083974","1087960","1087052","1086055","1083977","761541","1087052","1084579","1026060","1084578","77"
"14","0.3337796875","2","difficult","voice","2965","274","1094111","Ok","857","voice","567","964.6035941237702","sauti","467894","1091301","1094697","1093837","1092840","1091304","761541","1093837","1092270","1026060","1092270","78"
"27","0.222377272727273","2","easy","sky","2965","240","1101195","Ok","553","sky","1129","773.7927389332561","anga","467894","1098045","1101510","1100955","1099957","1098048","761541","1100955","1098824","1026060","1098824","79"
"63","0.216794029850746","2","easy","storm","2965","298","1107803","Ok","1138","storm","1025","602.305190656049","dhoruba","467894","1104873","1108646","1107505","1106509","1104877","761541","1107506","1105481","1026060","1105481","80"
"63","0.216794029850746","2","easy","storm","2965","211","1114733","Ok","1095","storm","746","729.2582339998532","dhoruba","467894","1112044","1115620","1114522","1113526","1112047","761541","1114523","1112778","1026060","1112777","81"
"48","0.207198461538461","2","easy","garden","2965","243","1121240","Ok","905","garden","562","444.3284101288076","bustani","467894","1118987","1121904","1120997","1120000","1118990","761541","1120997","1119436","1026060","1119435","82"
"29","0.18435303030303","2","easy","dog","2965","125","1127902","Ok","406","dog","628","882.2927964933201","mbwa","467894","1125264","1128185","1127777","1126781","1125267","761541","1127778","1126151","1026060","1126150","83"
"7","0.210024615384615","2","easy","eye","2965","38","1133733","Ok","452","eye","617","531.9918743778114","jicho","467894","1131542","1134150","1133695","1132698","1131546","761541","1133695","1132079","1026060","1132079","84"
"52","0.315165151515151","2","difficult","wonder","2965","44","1140738","Ok","613","wonder","1246","930.6095039630051","ajabu","467894","1137513","1141310","1140694","1139697","1137516","761541","1140694","1138448","1026060","1138448","85"
"27","0.222377272727273","2","easy","sky","2965","304","1147002","Ok","645","sky","572","454.3350532307059","anga","467894","1144668","1147346","1146698","1145702","1144670","761541","1146699","1145127","1026060","1145127","86"
"31","0.319181818181818","2","difficult","letter","2965","298","1154855","Ok","947","letter","1934","874.1216838504158","barua","467894","1150739","1155507","1154557","1153560","1150743","761541","1154558","1151620","1026060","1151620","87"
"17","0.307474242424242","2","difficult","holays","2965","497","1162066","Ok","1319","holays","777","885.2435129374077","likizo","467894","1158902","1162891","1161569","1160572","1158905","761541","1161569","1159792","1026060","1159792","88"
"14","0.3337796875","2","difficult","voice","2965","281","1168954","Ok","726","voice","725","690.9078022921638","sauti","467894","1166252","1169401","1168673","1167676","1166255","761541","1168673","1166948","1026060","1166948","89"
"9","0.347927272727273","2","difficult","police","2965","266","1176308","Ok","904","police","1592","678.622214143461","askari","467894","1172766","1176949","1176042","1175044","1172769","761541","1176042","1173449","1026060","1173449","90"
"48","0.207198461538461","2","easy","garden","2965","316","1182817","Ok","928","garden","508","676.4089622685424","bustani","467894","1180312","1183432","1182501","1181505","1180315","761541","1182502","1180994","1026060","1180993","91"
